"","ID","T_cells_MCPcounter","CD8_T_cells_MCPcounter","Cytotoxic_lymphocytes_MCPcounter","B_lineage_MCPcounter","NK_cells_MCPcounter","Monocytic_lineage_MCPcounter","Myeloid_dendritic_cells_MCPcounter","Neutrophils_MCPcounter","Endothelial_cells_MCPcounter","Fibroblasts_MCPcounter"
"1","TCGA.OR.A5K2.01A",0.287048457528959,0.16838091764388,0.347216958252578,1.08704711038259,0.204486978331118,1.71661854666261,1.34259003770715,1.31519135244292,2.63490233521948,3.70954918512285
"2","TCGA.OR.A5LN.01A",0.41798149360992,0.518777498385207,0.916230852981651,1.07951980934038,0.222662683388753,1.40304929617058,0.751253277120195,0.809088997379585,1.86973398017491,2.41673816458619
"3","TCGA.OR.A5JG.01A",0.204418769172432,0.0608196601449337,0.394062875444842,1.07819360310016,0.119362149154296,1.5813537368106,0.579989618208777,1.20816280238153,2.59414286336094,4.13573810658936
"4","TCGA.OR.A5KX.01A",0.356858642251935,0.0810389874329597,0.544632449061937,0.706366353189378,0.174247129753197,1.62759976492653,1.08955389212982,1.04245926302119,2.89452791472895,3.01435266823499
"5","TCGA.OR.A5LR.01A",0.45379019376593,0.225160211821093,0.515590719877974,1.52566855378529,0.505851631040843,1.86626148127662,1.94687250593323,1.68598729664632,3.09500769169532,4.22707442161639
"6","TCGA.OR.A5JI.01A",0.489800708127879,0.410526378011933,0.835297588667491,1.42037998179954,0.39093359166735,1.52377884996841,0.884833324898897,1.12569691501003,2.23206383408807,4.53890532206795
"7","TCGA.PK.A5HB.01A",0.334383802246917,0.0923474521761408,0.321527278648865,0.58501140839671,0.225357796299405,1.55834125647881,0.934683887617046,1.87853026041329,3.31952849898799,5.09891381497828
"8","TCGA.OR.A5JK.01A",1.22870720318954,2.07653310869313,1.18754798590648,2.46005893260822,0.772453780890492,2.00842211304455,1.14081456466459,1.17162095488488,2.1420363920407,3.36913065061905
"9","TCGA.OU.A5PI.01A",0.713134805445789,0.271897396283172,0.440158878492969,1.2119524934341,0.204252423762236,1.64325560660722,0.961008940088081,1.32289910867358,2.57190009223921,5.1258636115613
"10","TCGA.OR.A5K5.01A",0.567939886340474,0.0568907914200303,0.502470240079908,0.789947012517988,0.232275699137431,1.32399425797892,0.884444651677105,1.60693679684148,2.61188860189944,3.98303538660471
"11","TCGA.OR.A5L9.01A",0.231775384064096,0.167474886416125,0.331023250606962,1.04586482755583,0.122619733809956,0.820043220563602,0.582119228202289,0.698138028787592,1.16898478424283,1.87847776814479
"12","TCGA.OR.A5J1.01A",0.447940300660514,0.239114494298129,0.365470521509596,0.905290814293214,0.142253383708315,1.63884749915948,1.49271115459812,1.08072494637242,2.3582179824662,2.83451413716288
"13","TCGA.OR.A5JA.01A",0.455134847695562,0.0688429910058208,0.336393174904438,1.18995867895459,0.371644377768383,1.80711321989681,1.29667547736297,1.4982414837403,2.41280412060397,4.41024718882983
"14","TCGA.OR.A5JO.01A",1.36162005116817,1.41261746873445,2.1954537239605,2.22649687260249,1.3323222905261,3.8857227675415,3.24623195701546,1.76580935650814,4.04952361245865,5.63271544575518
"15","TCGA.OR.A5K4.01A",0.389884658132068,0.120116789626217,0.59698985565994,0.812606268375769,0.83549995493059,1.46941189746522,1.48244845424126,1.49681081486721,2.65556154705055,2.93376669086099
"16","TCGA.OR.A5J2.01A",1.05789408800331,0.290020680487604,0.491457969552862,2.02622970930505,0.373391323076313,1.88043433585608,0.981699729901861,1.66817905968333,3.46873798644907,4.82413852328314
"17","TCGA.OR.A5JZ.01A",0.555105953997631,0.34553422044166,0.922793179348309,1.38977244543579,0.265806006093326,1.92602823274328,1.47727825119394,1.69676639769041,3.09689645095555,4.06412248154204
"18","TCGA.OR.A5LK.01A",0.876933946451884,0.777636601253337,1.00221287621317,1.92756925129,0.287217853972666,2.51291989989469,2.05357962711211,0.801770083344688,2.1615483770538,2.77761496508014
"19","TCGA.OR.A5KO.01A",0.300346081488224,0.053033565345577,0.333620570657475,1.06870326334769,0.257175673978909,1.17562722513781,0.668789230716803,1.53922918477325,2.78994146108475,4.50000842688757
"20","TCGA.OR.A5JR.01A",0.484540365030753,0.480439396712948,1.00412341753841,1.2262043304359,0.916346454540555,2.01005212253385,1.57373753460177,1.56458981976452,2.86223506259533,3.28075323087299
"21","TCGA.OR.A5JC.01A",0.356211061569133,0.11313180334463,0.712641251285185,1.20257016257433,0.257983516252288,1.53320769790559,1.4332301018162,1.32080009684258,2.81122766410948,4.08675463878542
"22","TCGA.OR.A5J9.01A",0.438463514711322,0.160303621914647,0.637440966171933,0.865379962742994,0.358424895731312,1.23885036757717,0.535042967315448,1.38069435513626,4.00719154281148,4.53455018823984
"23","TCGA.OR.A5LH.01A",0.464023993975638,0.373041711735021,0.65052815323929,1.86007455831049,0.375315878463857,1.57066796007716,1.38356019334555,1.32597146378646,2.8962845854674,3.38590938559224
"24","TCGA.OR.A5LE.01A",0.394658754416178,0.054086474409122,0.212681613725863,1.12595668817912,0.331190961184411,0.905906867360834,0.578173043272002,1.45688490608457,2.72151464182022,3.37173255599749
"25","TCGA.OR.A5JB.01A",2.00424255597546,2.90732911529924,2.37315092145194,1.24590468971918,1.07212972252638,3.9569163537012,1.42992734238086,1.85864347493327,1.8429473544486,4.47993890496282
"26","TCGA.OR.A5L3.01A",0.126797301083518,0.0663561296880854,0.113687679072009,0.388536279767195,0.0684316271348112,0.62790893389623,0.236577517205087,0.687718508762283,0.978881582737062,1.62243770836426
"27","TCGA.OR.A5LL.01A",0.307256252392221,0.103970871511902,0.570528025570096,1.18719143954393,0.368436400406266,1.48757248236324,1.19615342904437,2.11991858867899,2.32276533298363,3.9967490763891
"28","TCGA.OR.A5LT.01A",0.323559961341884,0.0930189247601065,0.532674944392534,0.398867509813416,0.151030289265725,1.78918660543351,0.347666193439435,0.896684250943012,1.63983477452198,3.35091871254046
"29","TCGA.OR.A5KU.01A",0.457604727357978,0.0641092095151407,0.362783430707225,1.25775159848232,0.278939957178652,0.858257804993138,1.58521972496847,1.45840901779322,2.06616081944914,3.85006013360205
"30","TCGA.OR.A5K8.01A",0.193811876229891,0.200401959292874,0.280279974547031,0.586957094942028,0.160209576891628,0.673301193956654,0.611903021498047,0.921414381514806,1.66376758075706,3.29150459346711
"31","TCGA.OR.A5JD.01A",0.533183052731724,0.405369913216642,0.661243990935682,0.741006312373011,0.143388201158738,1.95892191790118,1.26858425822724,1.10650594133971,2.02561302227928,2.36746070327571
"32","TCGA.OR.A5L8.01A",0.609234922074907,0.0830684329386246,0.362818740856254,1.01943486812757,0.262537585188376,1.1221928316468,0.706316402206801,1.56205511098525,2.7807776564246,4.71049375770879
"33","TCGA.PK.A5HA.01A",0.704956970262675,0.351540820462267,0.712722834272167,0.733095869756357,0.304477275338256,2.93589604418879,1.40619982774005,1.09780215420046,2.86695050547164,5.12161602465373
"34","TCGA.OR.A5JV.01A",0.844431056129001,0.312406454916196,0.564717197834939,1.05234090448459,0.335261136036419,3.34156539683813,1.00653102794895,1.38039907532192,2.74062615742551,4.00185754373056
"35","TCGA.OR.A5L4.01A",0.243538952107818,0.0548856591957226,0.388631267849904,0.919698087234452,0.218762890165341,1.55506637074713,0.916764155151164,1.48512145904722,3.35684981712317,4.35844354080044
"36","TCGA.OR.A5KZ.01A",0.908851044865545,0.230235305143985,0.783102057969525,1.66017318122455,0.347471651835945,1.99649520468476,2.07955661045816,1.54670829951763,4.10422422179877,6.31109639090576
"37","TCGA.OR.A5JE.01A",0.304227749935061,0.0720088343972966,0.286550937968682,0.689830588967041,0.264953782363221,2.07458491786771,0.835525017788945,1.30465923006638,2.99095933280775,4.34456818160663
"38","TCGA.OR.A5JT.01A",0.331256555551428,0.180761334949621,0.629824150152083,1.08165366818736,0.351671672325879,1.68554355059344,1.59724200816715,1.51530797854613,3.15169857784564,3.91259080854497
"39","TCGA.OR.A5K3.01A",0.222596652001671,0.0815252343900039,0.262059624641995,1.01064354090239,0.143001085437414,1.42244378893605,0.643797940554727,0.717026070047606,1.59528527133447,1.95799307629588
"40","TCGA.OR.A5JL.01A",0.551899493372365,0.204422848541942,0.647448242457308,2.06952591152143,0.410731971947541,2.01128906364851,1.50879153619899,1.58768844020835,3.31648962434856,3.04851921285268
"41","TCGA.OR.A5J7.01A",0.360570563976697,0.0886457650499852,0.225430894603699,0.599592605909056,0.197406472188679,1.20144307305548,1.1213112302012,1.34557529329859,3.46328673889887,4.09875818695151
"42","TCGA.OR.A5J8.01A",1.83982617165865,2.28121887369515,1.40775673747328,1.76490335532038,0.376169437771034,4.51769012681767,1.69563595149646,1.67349926178293,3.45291812003201,7.9524680248717
"43","TCGA.OR.A5LO.01A",0.27797752191117,0.06491914184623,0.536103840953256,0.827007240447601,0.141134672242342,0.636173205951206,0.421461125297905,1.32085388726939,2.39503835956934,4.26561595777342
"44","TCGA.OR.A5KV.01A",0.747441626998829,0.126532943464405,0.632054590164374,0.693861861618686,0.145138449904571,1.09534578684704,0.65772657140043,1.46525686958498,2.59701760401331,4.77606192366724
"45","TCGA.OR.A5L5.01A",0.723525644049229,0.647602635574573,0.866885042089909,2.60928383336338,0.474581682064777,2.04877533022836,1.43624554995512,1.28536212325931,2.9778281330725,4.83259328693141
"46","TCGA.OR.A5JX.01A",0.355223948391366,0.118138222368667,0.562455856011253,0.926968957384563,0.431635153073234,1.32324755524901,1.17517368750838,1.19785306213941,2.75067795589181,3.07736652614951
"47","TCGA.OR.A5LA.01A",0.405278241857757,0.248306167239627,0.533398354066558,1.49808380613724,0.176549305939621,1.52712962298198,0.975947013743352,1.05916719214609,2.190183134502,3.33097621014306
"48","TCGA.OR.A5K0.01A",0.390761371613113,0.229147047505606,0.29593607169471,2.13606156052746,0.276733985829022,1.27086482960857,1.18463190129928,1.31597270339231,1.73842886313769,2.4274425245312
"49","TCGA.OR.A5JF.01A",0.498639659416983,0.0723945455922086,0.455784271474295,1.13184048019041,0.118373518013603,0.948657707579442,0.630573106618773,1.3759199531995,2.59602398594685,4.02234640492211
"50","TCGA.OR.A5KT.01A",0.962550806761912,0.768712409268956,1.02346476782417,2.76689572450391,0.482160275012604,2.98976797392993,2.10209578244124,2.32365236657193,4.15969998608767,6.07285399500059
"51","TCGA.OR.A5LC.01A",0.431441194986994,0.0679326525493679,0.374225108529785,1.5303737751413,0.228127297302636,1.7175203274734,0.981935410558185,1.29550336871863,2.72427722417396,5.86684767590253
"52","TCGA.OR.A5LP.01A",0.634350722433129,0.300898012547327,0.923905723060474,1.71889353137194,0.273154119596132,2.6344427267805,1.39182909150825,1.28234913151889,3.2610934099524,4.98383989777943
"53","TCGA.OR.A5LG.01A",0.352356805328538,0.535521324597516,0.550608966993585,1.19172230552637,0.186602043608964,2.13961269668176,1.05652285511433,1.47333490099786,2.41905938821565,4.59616924107268
"54","TCGA.OR.A5LB.01A",0.494032541285255,0.117759265132911,0.200518054123757,0.77147704316871,0.179031300628094,1.19124112016096,0.592625447263284,1.5715674061031,3.04338712820162,3.80373014800324
"55","TCGA.OR.A5LJ.01A",1.45610435792345,0.626341418866497,0.847670246665853,1.42719719937085,0.196326388486421,1.48984221935623,0.666785598321816,1.23330787162267,2.30318934664343,3.08338528853276
"56","TCGA.OR.A5LM.01A",0.318521943647078,0.0892403314036958,0.306448977768189,1.02131233425386,0.144492150773116,1.58133121455972,1.27500753316699,1.17183483794898,2.3178794367397,2.66233915985093
"57","TCGA.OR.A5K9.01A",0.680248706473236,0.0542591848492534,0.197074735002509,0.620061249283406,0.153992540960639,1.33664386727805,0.414325041993892,1.56312002299073,2.37133262612426,4.00882370592849
"58","TCGA.OR.A5L6.01A",0.326117458694197,0.127375609761908,0.761897644634918,0.497496371730705,0.384842584139404,1.26359294698581,0.786720296052463,1.08679906166382,2.22243864029916,3.38793343627054
"59","TCGA.OR.A5LS.01A",0.333853384584237,0.0409183916707626,0.30090684280199,1.47974784048908,0.206049006327982,1.29606160095934,0.537402586461618,1.54522801560176,2.53588833934718,2.31433677457355
"60","TCGA.OR.A5J3.01A",0.314730377589617,0.0334708735546611,0.615169118184367,0.868061350224621,0.23318495452613,0.9928306359198,0.854011882660011,1.71206001701359,2.57439352021467,3.61609891320929
"61","TCGA.OR.A5K1.01A",0.420335935473718,0.20199899176328,0.675901600288693,1.17278386905304,0.477968197274858,1.35643906362616,1.16102637183295,1.2391606568361,3.46375163576265,3.99162431250052
"62","TCGA.OR.A5JP.01A",0.286811979582262,0.0669524970511113,0.34406648533477,1.37375790452327,0.161333197998449,1.35545618712783,0.91706453102801,1.37958422671763,2.90702475768289,5.51803177425481
"63","TCGA.OR.A5JQ.01A",1.20973329573724,1.05836415727273,1.57995313482538,2.68301045337038,0.286106597783781,2.30308501158931,1.57331913233231,1.33421548706301,3.10303080905014,5.96604344100825
"64","TCGA.P6.A5OG.01A",1.81737195721228,1.83037660087431,2.11582195421712,1.77882652828884,0.831413402883037,3.88496514668429,1.55596570444907,3.12421078993218,4.44415815170801,7.66504395266324
"65","TCGA.PK.A5H8.01A",0.402910222565196,0.079547227140773,0.286964925872677,1.17664269145195,0.16905653876268,2.62509170275626,1.15806932130592,1.53747919045058,2.79482597504871,3.1422927641965
"66","TCGA.OR.A5K6.01A",0.638654499984114,0.0603178009509492,0.324449004974523,1.06671572459196,0.13229749780534,1.91934953641792,0.608046826257036,1.46753469370431,2.49006107567252,3.39647944349373
"67","TCGA.OR.A5KY.01A",0.371515436738155,0.206214067064272,0.356283057531512,1.05269588990287,0.202508758112552,2.1060043262183,0.581906002934777,1.22492497786969,2.74707582388106,4.91842610785503
"68","TCGA.OR.A5JW.01A",0.205869812889893,0.0444363974947677,0.298871606529466,1.2632759658404,0.166742197033634,1.48602779074196,0.752674164540969,1.47856495260283,3.07259919803209,3.39417471678288
"69","TCGA.OR.A5KW.01A",0.458328312939786,0.0940456817574175,0.311112368775786,1.03565760939562,0.162139307104007,1.24233531545568,1.06380758372437,1.59423570095228,2.59325104256855,4.31525331309246
"70","TCGA.PK.A5H9.01A",0.553891622547542,0.343404547257597,0.793279375401456,1.43140887578714,0.441336836524405,2.45154084224243,2.10069528941712,2.47249551174144,3.84739424688239,4.41612570224467
"71","TCGA.OR.A5JS.01A",0.723182919411561,0.20424896316309,0.450325836936108,1.04376975555341,0.227634617915769,0.89394950981656,0.655749436595316,1.50808761297634,2.61488158677387,3.87147689826436
"72","TCGA.OR.A5JJ.01A",0.849979342418866,0.523487406863188,0.750523047216589,2.82625504414089,0.298620335255597,1.152614450201,0.594587982076022,1.16491165288149,2.56429792481521,4.34371783136563
"73","TCGA.OR.A5JM.01A",0.975022736827083,0.0404762435120021,0.261272995515626,1.11697295147089,0.198909386362262,0.749332015931603,0.83898007696061,1.50463385065133,2.35240586553808,3.8270443929551
"74","TCGA.P6.A5OF.01A",0.705403130842538,0.0452714894730642,0.574971147573484,0.926695776391366,0.203658225941523,1.92777195384354,0.94448909681733,1.7233666793866,3.08939520716521,5.14250140680154
"75","TCGA.PA.A5YG.01A",0.802395706699324,0.834429685404794,0.931049847303189,1.77248198347619,0.338886551797632,2.75577179254583,1.55470905823875,1.05953373101826,2.86900809960707,3.49725488990417
"76","TCGA.OR.A5JY.01A",0.39737076718869,0.0806982610913154,0.466079545085079,1.65031966728894,0.267431984150602,1.97074652485732,1.53629719137002,2.22264421221747,2.94517866263548,4.03075592225389
"77","TCGA.OR.A5J5.01A",0.4608769975988,0.0303962618173021,0.247411552773658,0.686388021050843,0.112259125807142,1.11149525397024,0.486605431388963,1.11332423285228,1.49026217850575,2.64742813298136
"78","TCGA.OR.A5LD.01A",0.36309369972561,0.0310071838207404,0.221266686775601,0.739543862022802,0.287326551611409,0.419269728458489,0.344797537081456,0.729838069793774,1.67816662371207,2.88226853377427
"79","TCGA.OR.A5J6.01A",0.551048081973008,0.179631620471824,0.53366350713614,2.05161126079478,0.246565492602501,2.73047886414741,2.57702847284629,1.47474073286061,3.09982912725379,2.56870462004265
